City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Bangalore,2015-12-17,197.2,184.8,39.9,64.5,26.9,50.0,2.6,16.4,30.9,359.5,Very Poor
Delhi,2015-12-18,444.0,205.9,41.4,34.0,68.7,40.6,2.57,6.7,178.6,225.4,Poor
Mumbai,2015-12-18,142.4,561.5,101.4,139.7,212.8,7.8,1.97,40.7,23.9,317.4,Very Poor
Chennai,2015-12-18,418.2,49.0,137.9,125.3,12.6,10.5,3.88,19.9,96.5,145.3,Moderate
Kolkata,2015-12-18,443.6,156.5,35.6,120.6,236.9,21.2,5.59,60.3,151.6,175.8,Moderate
Bangalore,2015-12-18,23.3,18.5,163.0,83.6,203.1,33.1,7.56,24.6,123.9,169.4,Moderate
Delhi,2015-12-19,374.7,316.5,184.6,32.0,219.7,31.4,1.11,1.9,157.1,266.5,Poor
Mumbai,2015-12-19,376.2,255.2,135.8,144.0,216.7,14.9,2.02,78.2,86.4,205.2,Poor
Chennai,2015-12-19,140.4,545.2,160.5,139.2,171.1,3.1,8.26,16.7,197.9,315.9,Very Poor
Kolkata,2015-12-19,86.1,207.7,1.9,123.2,3.2,38.1,5.56,49.7,37.5,186.7,Moderate
Bangalore,2015-12-19,401.9,158.8,163.7,30.8,192.5,24.4,2.17,67.6,72.3,139.4,Moderate
Delhi,2015-12-20,139.8,86.5,12.0,72.7,125.7,5.7,2.47,29.9,173.9,315.4,Very Poor
Mumbai,2015-12-20,400.8,253.3,157.6,72.3,205.4,12.9,2.67,90.2,110.5,203.3,Poor
Chennai,2015-12-20,480.5,480.9,2.3,133.8,120.5,47.6,3.85,39.8,53.1,472.6,Severe
Kolkata,2015-12-20,471.1,538.1,168.6,19.5,216.9,16.4,2.64,27.2,19.2,107.8,Moderate
Bangalore,2015-12-20,0.3,181.3,22.6,2.4,165.2,37.9,7.18,27.8,182.7,235.8,Poor
Delhi,2015-12-21,46.8,2.7,49.3,2.8,189.9,17.3,7.53,73.2,193.0,261.9,Poor
Mumbai,2015-12-21,139.6,485.0,108.0,55.5,216.4,8.3,2.58,6.6,147.9,478.5,Severe
Chennai,2015-12-21,496.0,398.6,196.8,85.0,112.2,19.8,1.14,73.6,92.5,360.7,Very Poor
Kolkata,2015-12-21,375.3,483.3,164.8,143.0,246.2,24.2,1.23,41.9,185.3,476.0,Severe
Bangalore,2015-12-21,401.3,144.2,111.3,137.1,15.4,25.6,1.55,96.2,114.0,157.1,Moderate
Delhi,2015-12-22,392.9,544.6,102.0,55.0,124.3,24.6,8.8,42.3,71.1,185.0,Moderate
Mumbai,2015-12-22,274.4,20.6,10.8,56.4,9.8,37.5,7.3,66.3,59.4,424.4,Severe
Chennai,2015-12-22,239.0,588.3,71.0,4.7,217.8,5.5,6.07,4.2,90.3,391.6,Very Poor
Kolkata,2015-12-22,161.4,230.5,187.2,141.6,34.1,44.6,8.11,24.9,192.6,332.0,Very Poor
Bangalore,2015-12-22,416.4,565.5,31.3,129.6,114.3,1.6,5.0,71.1,151.8,176.1,Moderate
Delhi,2015-12-23,420.7,244.4,9.7,37.7,72.8,35.7,5.98,4.1,120.7,196.3,Moderate
Mumbai,2015-12-23,266.1,237.6,42.7,134.2,173.1,45.3,4.66,87.1,68.3,416.1,Severe
Chennai,2015-12-23,138.3,158.0,48.0,120.2,11.9,10.4,6.28,25.1,87.0,314.3,Very Poor
Kolkata,2015-12-23,398.8,156.5,170.1,107.2,230.1,42.6,5.61,85.4,122.3,145.0,Moderate
Bangalore,2015-12-23,124.6,241.2,42.4,26.5,65.5,15.6,3.68,41.3,195.8,303.8,Very Poor
Delhi,2015-12-24,114.4,84.9,10.7,22.8,17.2,14.9,1.47,46.0,145.7,280.9,Poor
Mumbai,2015-12-24,223.9,472.4,164.1,130.2,64.2,28.1,1.59,46.5,188.1,460.4,Severe
Chennai,2015-12-24,23.2,323.2,52.4,36.9,71.2,42.6,2.27,25.9,52.0,273.2,Poor
Kolkata,2015-12-24,180.4,60.0,20.7,129.9,91.3,7.6,8.36,35.1,122.6,346.6,Very Poor
Bangalore,2015-12-24,344.0,177.7,32.0,60.0,159.4,45.4,7.54,75.7,194.6,494.0,Severe
Delhi,2015-12-25,398.4,38.6,153.1,125.4,20.3,43.5,7.75,95.8,89.9,171.8,Moderate
Mumbai,2015-12-25,156.9,196.7,187.9,110.1,1.2,40.5,2.44,94.2,153.8,328.6,Very Poor
Chennai,2015-12-25,471.5,287.4,25.7,20.9,172.5,11.6,8.01,73.9,109.9,237.4,Poor
Kolkata,2015-12-25,65.3,492.1,171.8,85.4,236.6,18.3,7.69,5.2,142.5,488.7,Severe
Bangalore,2015-12-25,200.1,361.3,159.7,58.0,190.9,33.1,2.2,99.8,131.0,361.7,Very Poor
Delhi,2015-12-26,323.5,151.3,167.5,30.0,34.6,2.8,7.36,59.6,193.8,473.5,Severe
Mumbai,2015-12-26,359.3,224.3,48.5,111.4,81.6,36.2,9.08,72.7,144.5,188.5,Moderate
Chennai,2015-12-26,464.5,183.5,121.2,78.0,247.3,13.2,6.09,87.2,96.3,155.8,Moderate
Kolkata,2015-12-26,400.0,423.7,95.3,117.2,168.1,17.4,5.44,21.0,137.8,392.1,Very Poor
Bangalore,2015-12-26,330.6,327.8,59.3,136.5,209.2,0.5,2.62,89.7,109.5,480.6,Severe
Delhi,2015-12-27,99.7,303.4,99.1,115.7,88.5,1.6,7.64,65.7,61.0,253.4,Poor
Mumbai,2015-12-27,497.6,449.0,45.1,105.3,33.3,33.0,3.19,45.5,61.3,426.8,Severe
Chennai,2015-12-27,316.5,302.2,174.1,109.9,49.1,5.3,0.64,7.2,69.0,466.5,Severe
Kolkata,2015-12-27,456.2,428.8,183.8,92.6,79.3,29.6,4.68,26.9,44.6,398.5,Very Poor
Bangalore,2015-12-27,272.0,411.2,48.6,33.0,6.5,37.1,9.16,39.8,190.2,422.0,Severe
Delhi,2015-12-28,242.9,254.4,154.2,43.4,4.6,4.0,9.9,3.6,75.7,394.6,Very Poor
Mumbai,2015-12-28,96.6,21.4,188.4,18.5,101.0,25.0,7.89,0.1,84.2,220.1,Poor
Chennai,2015-12-28,218.2,551.7,42.3,86.3,221.2,1.3,7.66,0.6,95.2,375.6,Very Poor
Kolkata,2015-12-28,49.6,590.4,20.1,14.0,62.2,11.8,7.18,86.4,127.4,164.7,Moderate
Bangalore,2015-12-28,386.5,315.6,140.8,73.4,231.7,20.2,5.92,57.6,65.1,265.6,Poor
Delhi,2015-12-29,176.2,378.8,26.8,102.2,219.6,20.9,7.29,22.8,195.1,343.4,Very Poor
Mumbai,2015-12-29,438.7,26.6,181.1,88.2,132.6,38.4,8.63,86.3,188.2,249.7,Poor
Chennai,2015-12-29,135.6,376.7,73.8,129.4,226.3,37.1,2.92,90.3,83.7,333.2,Very Poor
Kolkata,2015-12-29,40.2,499.3,89.4,149.9,197.8,11.7,0.78,51.0,137.3,499.0,Severe
Bangalore,2015-12-29,287.5,299.2,20.0,62.1,165.4,31.1,7.43,86.1,80.1,437.5,Severe
Delhi,2015-12-30,356.6,403.6,184.0,14.5,91.6,42.6,0.64,78.2,92.6,366.9,Very Poor
Mumbai,2015-12-30,419.2,417.5,116.2,48.4,245.7,8.5,1.36,54.6,52.1,384.3,Very Poor
Chennai,2015-12-30,168.6,313.6,46.7,59.0,108.9,4.0,0.63,36.6,42.0,337.5,Very Poor
Kolkata,2015-12-30,452.2,521.1,166.0,46.5,218.5,45.0,4.75,47.2,56.9,134.2,Moderate
Bangalore,2015-12-30,299.3,242.3,37.7,4.3,128.2,47.9,3.21,50.8,41.9,449.3,Severe
Delhi,2015-12-31,199.2,353.6,118.1,87.2,114.5,33.9,4.65,99.5,158.7,361.0,Very Poor
Mumbai,2015-12-31,272.0,227.2,57.1,76.3,30.8,19.5,2.7,3.8,47.8,422.0,Severe
Chennai,2015-12-31,94.7,461.3,75.8,60.6,42.5,46.8,0.18,8.7,147.4,444.5,Severe
Kolkata,2015-12-31,15.9,3.2,43.3,30.5,242.3,30.2,0.45,62.7,47.0,78.3,Satisfactory
Bangalore,2015-12-31,494.1,556.9,14.5,48.6,39.5,3.0,4.79,44.1,154.6,180.2,Moderate
Delhi,2016-01-01,195.4,42.3,157.9,73.6,80.9,6.1,4.02,97.2,94.1,358.1,Very Poor
Mumbai,2016-01-01,129.7,228.2,3.9,60.5,102.6,48.4,0.97,67.8,2.7,307.7,Very Poor
Chennai,2016-01-01,53.8,228.5,30.4,66.9,144.9,31.5,9.78,39.7,186.7,245.9,Poor
Kolkata,2016-01-01,134.2,94.2,172.9,1.2,20.8,28.6,9.11,88.9,159.7,311.1,Very Poor
Bangalore,2016-01-01,342.3,437.4,27.1,90.1,207.0,29.0,8.44,51.5,193.4,492.3,Severe
Delhi,2016-01-02,294.0,360.0,137.4,92.8,189.7,45.1,9.02,31.7,167.7,444.0,Severe
Mumbai,2016-01-02,411.7,385.2,57.7,31.0,227.4,5.2,9.18,46.6,83.6,343.9,Very Poor
Chennai,2016-01-02,128.7,205.3,95.0,120.7,50.9,10.3,8.24,2.7,126.1,306.9,Very Poor
Kolkata,2016-01-02,323.8,310.0,1.5,68.4,16.5,18.7,4.74,89.2,148.5,473.8,Severe
Bangalore,2016-01-02,373.9,546.6,114.3,50.8,39.4,9.0,4.93,72.0,142.2,161.9,Moderate
Delhi,2016-01-03,420.7,169.1,0.8,54.1,40.4,46.9,7.29,62.8,118.6,166.0,Moderate
Mumbai,2016-01-03,46.6,594.5,104.7,42.5,132.8,4.0,1.51,91.3,106.6,109.3,Moderate
Chennai,2016-01-03,334.3,253.6,161.6,3.5,63.7,18.1,0.95,51.8,91.0,484.3,Severe
Kolkata,2016-01-03,285.2,440.6,185.2,44.3,219.4,30.8,3.88,92.0,9.8,435.2,Severe
Bangalore,2016-01-03,187.1,186.6,59.7,63.4,143.6,4.2,8.18,55.0,55.2,351.7,Very Poor
Delhi,2016-01-04,2.8,582.8,59.9,23.6,170.4,5.8,6.05,69.3,16.4,150.5,Moderate
Mumbai,2016-01-04,91.7,55.1,28.7,22.9,185.0,2.8,0.49,27.5,28.6,203.4,Poor
Chennai,2016-01-04,330.1,137.4,118.5,57.7,35.6,37.7,6.48,51.4,15.6,480.1,Severe
Kolkata,2016-01-04,300.1,467.1,95.5,61.3,72.8,3.8,1.53,81.3,188.0,452.8,Severe
Bangalore,2016-01-04,340.0,283.6,42.9,126.1,18.9,3.1,2.76,54.4,117.2,490.0,Severe
Delhi,2016-01-05,53.1,286.2,106.3,72.2,226.3,29.1,6.37,77.1,167.6,236.2,Poor
Mumbai,2016-01-05,268.6,247.2,145.0,15.5,53.2,12.6,3.48,23.6,131.4,418.6,Severe
Chennai,2016-01-05,153.1,320.7,17.1,136.4,123.9,38.6,3.64,58.8,183.1,325.6,Very Poor
Kolkata,2016-01-05,12.9,484.9,163.0,125.0,41.4,36.3,3.21,47.5,127.3,478.3,Severe
Bangalore,2016-01-05,124.1,388.1,39.4,61.6,92.9,15.6,2.15,15.5,163.8,347.5,Very Poor
Delhi,2016-01-06,303.7,367.8,182.6,26.2,227.1,7.8,5.12,0.7,11.6,453.7,Severe
Mumbai,2016-01-06,370.8,326.2,7.4,149.0,61.2,25.4,3.29,45.3,125.0,276.2,Poor
Chennai,2016-01-06,485.9,442.5,57.9,103.7,58.3,41.7,9.33,89.0,151.6,417.5,Severe
Kolkata,2016-01-06,234.6,469.6,18.9,47.1,51.3,48.8,1.14,54.3,101.7,456.4,Severe
Bangalore,2016-01-06,36.5,358.2,6.0,110.2,142.8,30.7,9.34,95.6,77.6,310.0,Very Poor
Delhi,2016-01-07,184.9,26.4,47.0,77.8,136.5,31.7,0.19,7.1,93.8,350.0,Very Poor
Mumbai,2016-01-07,72.3,452.3,27.8,68.1,210.4,5.5,7.52,58.8,113.9,431.6,Severe
Chennai,2016-01-07,91.1,198.8,167.5,127.0,128.1,3.5,0.12,38.0,84.0,201.3,Poor
Kolkata,2016-01-07,349.7,548.6,30.4,137.5,105.6,34.2,1.32,9.6,164.9,499.7,Severe
Bangalore,2016-01-07,356.8,202.7,45.8,145.4,122.2,36.0,3.98,35.1,148.2,170.7,Moderate
Delhi,2016-01-08,49.0,504.4,78.5,96.8,52.5,26.2,1.65,98.9,80.2,116.8,Moderate
Mumbai,2016-01-08,148.0,177.4,94.6,142.7,127.8,17.2,3.28,83.6,105.0,321.7,Very Poor
Chennai,2016-01-08,454.7,23.3,5.9,105.6,201.7,48.4,5.09,74.2,93.5,138.5,Moderate
Kolkata,2016-01-08,398.0,454.2,198.2,54.0,160.9,10.1,5.94,89.6,191.3,434.3,Severe
Bangalore,2016-01-08,61.0,70.5,161.4,34.5,33.7,41.9,0.46,42.4,188.3,250.0,Poor
Delhi,2016-01-09,455.4,162.7,196.2,71.0,88.0,15.3,6.21,13.3,106.7,152.5,Moderate
Mumbai,2016-01-09,432.2,194.1,194.7,76.4,145.6,27.5,4.5,4.5,69.1,162.9,Moderate
Chennai,2016-01-09,247.4,38.6,94.7,112.8,208.6,43.8,7.76,54.9,74.0,398.0,Very Poor
Kolkata,2016-01-09,64.6,274.3,23.2,88.2,205.8,12.5,3.56,69.9,153.6,224.3,Poor
Bangalore,2016-01-09,183.1,303.7,92.7,149.3,199.4,15.5,2.44,21.5,187.5,348.7,Very Poor
Delhi,2016-01-10,64.1,548.9,92.0,0.9,246.6,16.3,3.24,18.0,64.5,115.3,Moderate
Mumbai,2016-01-10,471.9,435.9,139.4,133.9,136.6,34.1,8.7,19.0,50.8,408.0,Severe
Chennai,2016-01-10,398.6,248.0,58.7,69.5,132.5,14.7,2.68,15.2,92.1,198.7,Moderate
Kolkata,2016-01-10,20.5,472.6,150.7,89.1,91.7,18.8,8.65,65.5,87.6,460.7,Severe
Bangalore,2016-01-10,16.4,328.9,112.9,109.2,166.8,16.2,2.9,51.2,186.3,278.9,Poor
Delhi,2016-01-11,13.9,353.0,48.7,109.1,232.5,48.9,7.23,97.3,49.6,303.5,Very Poor
Mumbai,2016-01-11,91.2,53.7,153.7,2.7,108.4,28.1,8.23,61.6,68.0,201.7,Poor
Chennai,2016-01-11,307.5,230.6,87.2,135.7,177.5,5.9,5.25,68.2,134.8,457.5,Severe
Kolkata,2016-01-11,12.5,97.3,144.6,105.6,143.4,19.9,6.88,35.9,64.8,160.9,Moderate
Bangalore,2016-01-11,160.7,189.5,197.6,82.2,249.5,14.3,0.04,13.3,189.5,331.5,Very Poor
Delhi,2016-01-12,135.4,183.8,76.1,43.0,241.0,9.4,2.17,33.9,75.0,312.1,Very Poor
Mumbai,2016-01-12,237.7,257.8,64.8,131.3,158.1,35.0,5.69,30.4,114.2,390.6,Very Poor
Chennai,2016-01-12,335.3,298.2,48.3,123.0,19.5,35.9,1.78,39.3,168.1,485.3,Severe
Kolkata,2016-01-12,237.6,508.5,91.2,104.6,86.5,28.2,7.75,91.4,173.1,390.5,Very Poor
Bangalore,2016-01-12,372.6,405.0,164.3,4.8,98.9,22.0,6.84,15.8,68.7,368.7,Very Poor
Delhi,2016-01-13,67.3,417.2,9.5,75.8,198.2,24.1,7.86,24.5,95.0,384.0,Very Poor
Mumbai,2016-01-13,414.0,379.9,200.0,80.0,211.3,30.2,1.65,54.9,182.8,337.2,Very Poor
Chennai,2016-01-13,312.6,255.6,94.8,67.5,111.8,28.9,9.62,6.3,114.7,462.6,Severe
Kolkata,2016-01-13,75.1,332.5,81.4,129.1,57.7,35.5,1.26,59.5,184.8,282.5,Poor
Bangalore,2016-01-13,470.4,0.3,181.6,144.2,182.7,46.0,4.32,13.5,195.5,268.3,Poor
Delhi,2016-01-14,244.0,409.8,79.7,31.1,129.4,13.7,0.25,28.7,161.7,395.4,Very Poor
Mumbai,2016-01-14,401.4,561.2,167.9,138.0,107.1,14.1,9.8,29.1,165.4,197.5,Moderate
Chennai,2016-01-14,50.2,540.3,78.1,118.8,157.7,20.5,3.53,97.4,151.5,175.6,Moderate
Kolkata,2016-01-14,81.8,472.0,72.5,78.6,38.1,38.4,3.04,51.5,5.7,459.8,Severe
Bangalore,2016-01-14,228.1,454.8,174.5,65.6,185.9,46.1,9.81,1.1,162.5,435.1,Severe
Delhi,2016-01-15,195.0,278.0,187.8,45.3,243.0,22.4,3.1,5.6,89.9,357.8,Very Poor
Mumbai,2016-01-15,395.5,574.6,153.1,77.7,89.5,39.8,2.98,53.1,6.1,112.0,Moderate
Chennai,2016-01-15,427.4,168.0,94.6,145.5,148.2,47.9,5.0,2.3,176.4,219.8,Poor
Kolkata,2016-01-15,4.1,431.0,61.1,118.3,34.5,16.0,8.19,76.4,33.4,401.0,Severe
Bangalore,2016-01-15,342.6,26.8,154.7,114.4,132.9,13.2,9.24,7.5,161.9,492.6,Severe
Delhi,2016-01-16,125.9,297.1,10.4,76.5,76.2,7.5,1.88,17.6,81.3,304.8,Very Poor
Mumbai,2016-01-16,123.9,301.7,139.6,0.7,106.7,16.4,4.69,88.2,25.7,303.2,Very Poor
Chennai,2016-01-16,394.1,420.3,143.2,72.7,64.8,20.1,4.4,53.6,53.5,387.8,Very Poor
Kolkata,2016-01-16,226.0,161.3,14.4,104.6,45.0,35.1,2.11,55.0,164.9,381.6,Very Poor
Bangalore,2016-01-16,259.9,303.1,43.5,23.6,215.0,26.8,2.78,18.7,168.9,409.9,Severe
Delhi,2016-01-17,157.9,217.6,175.7,42.2,141.3,4.5,4.28,49.5,171.0,329.3,Very Poor
Mumbai,2016-01-17,11.7,145.6,4.5,19.2,183.2,10.1,6.86,95.5,85.8,160.7,Moderate
Chennai,2016-01-17,81.2,422.9,111.0,15.5,202.0,4.9,6.38,34.4,44.9,391.1,Very Poor
Kolkata,2016-01-17,262.5,199.5,80.1,3.3,80.0,37.8,7.77,79.8,170.9,412.5,Severe
Bangalore,2016-01-17,47.4,417.7,168.0,116.8,116.5,46.9,2.69,14.6,120.7,384.6,Very Poor
Delhi,2016-01-18,28.8,265.2,116.7,140.2,74.4,29.9,5.33,34.7,29.9,215.2,Poor
Mumbai,2016-01-18,69.5,542.7,196.2,87.2,245.1,34.4,4.74,98.8,141.7,161.1,Moderate
Chennai,2016-01-18,419.9,500.9,180.0,139.3,105.8,20.3,0.56,41.1,195.3,267.8,Poor
Kolkata,2016-01-18,51.7,344.8,86.3,22.5,112.5,32.4,5.74,15.9,192.5,294.8,Poor
Bangalore,2016-01-18,77.1,232.1,12.8,82.1,14.6,37.0,9.99,5.6,19.3,199.9,Moderate
Delhi,2016-01-19,92.4,339.1,95.7,147.3,82.2,27.5,3.06,94.2,82.8,289.1,Poor
Mumbai,2016-01-19,219.4,155.3,112.9,72.9,54.0,28.5,6.91,35.1,79.0,376.5,Very Poor
Chennai,2016-01-19,114.9,54.1,186.9,95.5,225.5,37.1,3.62,43.9,11.9,282.6,Poor
Kolkata,2016-01-19,22.6,507.4,173.2,47.1,198.4,19.1,9.01,97.7,33.1,187.6,Moderate
Bangalore,2016-01-19,224.5,363.9,170.8,94.0,62.6,29.2,4.47,33.0,19.4,380.4,Very Poor
Delhi,2016-01-20,368.1,87.2,164.0,122.0,167.1,40.1,1.94,83.3,102.8,142.0,Moderate
Mumbai,2016-01-20,47.5,388.8,152.4,70.2,156.3,34.5,5.63,22.9,89.2,348.4,Very Poor
Chennai,2016-01-20,102.4,348.0,87.5,37.6,43.4,41.1,0.91,33.9,144.1,298.0,Poor
Kolkata,2016-01-20,77.0,39.9,3.3,67.6,203.1,34.2,3.11,41.8,80.7,155.6,Moderate
Bangalore,2016-01-20,187.2,96.2,3.4,55.7,227.1,45.4,0.09,12.0,174.0,351.8,Very Poor
Delhi,2016-01-21,247.4,203.7,35.3,6.3,180.9,46.3,2.88,28.9,122.1,398.0,Very Poor
Mumbai,2016-01-21,314.6,398.8,109.2,119.3,203.7,47.3,3.48,30.1,139.3,464.6,Severe
Chennai,2016-01-21,182.9,23.6,119.6,125.4,44.8,28.6,5.11,31.2,97.1,348.5,Very Poor
Kolkata,2016-01-21,256.0,467.6,170.4,34.8,123.7,28.4,5.26,91.4,104.5,453.5,Severe
Bangalore,2016-01-21,180.6,220.1,164.2,36.8,48.7,45.5,8.51,87.9,84.1,346.7,Very Poor
Delhi,2016-01-22,200.5,33.8,57.6,135.5,202.7,10.4,0.46,20.9,135.7,362.0,Very Poor
Mumbai,2016-01-22,318.7,424.4,122.0,126.8,187.7,26.6,5.28,65.5,144.9,468.7,Severe
Chennai,2016-01-22,376.3,554.4,76.4,25.8,209.6,28.1,4.01,12.5,193.2,262.4,Poor
Kolkata,2016-01-22,427.8,127.6,128.9,105.0,149.9,14.5,7.72,54.7,145.7,171.4,Moderate
Bangalore,2016-01-22,485.6,158.0,144.1,120.7,244.6,11.0,6.28,65.0,32.8,153.4,Moderate
Delhi,2016-01-23,401.0,212.8,22.9,95.3,52.3,26.5,6.82,49.3,115.1,175.3,Moderate
Mumbai,2016-01-23,0.3,3.7,28.4,40.7,22.0,28.8,5.75,14.2,139.9,158.5,Moderate
Chennai,2016-01-23,483.5,447.5,42.0,59.4,124.3,46.1,5.05,70.2,17.9,424.7,Severe
Kolkata,2016-01-23,377.0,323.6,114.4,84.7,217.6,45.1,0.76,44.3,76.4,273.6,Poor
Bangalore,2016-01-23,112.6,200.6,196.1,62.5,102.4,11.3,7.59,53.2,172.4,274.7,Poor
Delhi,2016-01-24,216.5,471.4,22.4,75.4,99.1,3.7,8.67,53.3,105.5,459.0,Severe
Mumbai,2016-01-24,230.5,539.2,123.0,89.9,202.6,46.4,7.46,63.3,138.6,385.0,Very Poor
Chennai,2016-01-24,369.7,437.5,135.4,42.0,214.6,16.9,7.56,44.4,27.8,410.3,Severe
Kolkata,2016-01-24,125.0,217.7,119.0,32.7,121.6,31.0,4.61,36.0,66.2,304.1,Very Poor
Bangalore,2016-01-24,413.1,343.5,20.3,109.7,18.1,34.4,6.52,26.2,137.4,293.5,Poor
Delhi,2016-01-25,224.8,501.0,144.2,117.2,230.3,47.9,8.05,2.6,105.9,380.7,Very Poor
Mumbai,2016-01-25,239.7,508.7,62.2,13.2,22.4,26.5,3.31,37.9,178.2,392.1,Very Poor
Chennai,2016-01-25,493.6,417.9,64.9,53.5,134.2,32.3,6.16,24.1,162.9,384.8,Very Poor
Kolkata,2016-01-25,140.2,270.3,135.8,34.9,241.6,21.3,9.29,38.8,169.6,315.7,Very Poor
Bangalore,2016-01-25,191.3,368.2,156.3,54.9,5.1,5.1,7.67,53.0,80.9,355.0,Very Poor
Delhi,2016-01-26,435.9,76.4,177.4,129.4,152.0,3.6,0.76,48.3,61.9,149.4,Moderate
Mumbai,2016-01-26,395.4,19.9,195.4,90.6,204.6,24.2,3.83,4.5,146.6,168.4,Moderate
Chennai,2016-01-26,147.1,378.3,23.4,84.6,239.5,49.2,3.47,77.7,82.0,335.2,Very Poor
Kolkata,2016-01-26,391.1,546.2,153.1,67.8,68.5,5.3,7.11,74.9,10.6,163.8,Moderate
Bangalore,2016-01-26,280.9,501.4,112.1,48.5,177.9,25.9,9.86,33.2,67.4,430.9,Severe
Delhi,2016-01-27,33.7,226.0,196.4,77.8,172.4,40.7,2.42,58.9,105.1,184.1,Moderate
Mumbai,2016-01-27,225.3,594.7,67.5,25.8,33.3,18.4,0.52,41.6,145.3,381.0,Very Poor
Chennai,2016-01-27,226.6,129.6,108.1,45.2,43.5,44.1,2.27,33.6,181.4,382.0,Very Poor
Kolkata,2016-01-27,234.3,259.1,69.5,2.7,3.9,26.8,6.09,28.9,121.9,388.0,Very Poor
Bangalore,2016-01-27,36.1,595.2,141.2,49.6,237.4,17.6,4.82,68.6,75.6,135.1,Moderate
Delhi,2016-01-28,203.7,8.0,151.4,11.7,44.3,17.1,1.62,42.9,196.6,364.5,Very Poor
Mumbai,2016-01-28,302.8,314.9,163.4,41.4,46.4,33.5,7.0,10.6,13.0,452.8,Severe
Chennai,2016-01-28,170.8,591.7,96.6,19.3,243.3,27.7,0.75,91.7,7.5,339.2,Very Poor
Kolkata,2016-01-28,96.6,299.9,1.2,3.2,142.3,3.9,1.06,5.0,21.7,249.9,Poor
Bangalore,2016-01-28,33.7,563.1,126.3,102.9,196.5,25.9,6.63,1.0,74.9,157.8,Moderate
Delhi,2016-01-29,128.1,153.9,162.1,80.2,69.4,11.2,9.46,18.0,102.0,306.4,Very Poor
Mumbai,2016-01-29,139.0,358.8,162.3,82.7,246.7,0.3,5.57,91.7,187.4,314.8,Very Poor
Chennai,2016-01-29,42.8,96.2,77.3,118.3,155.4,45.8,3.6,68.7,111.4,138.3,Moderate
Kolkata,2016-01-29,375.7,319.2,85.3,59.1,241.9,9.7,2.67,74.0,21.2,269.2,Poor
Bangalore,2016-01-29,241.7,300.9,134.2,66.5,234.1,18.4,1.86,38.9,61.5,393.6,Very Poor
Delhi,2016-01-30,143.5,381.1,110.4,117.7,200.8,9.0,8.47,75.3,133.4,338.7,Very Poor
Mumbai,2016-01-30,454.2,183.4,198.0,57.0,111.6,23.2,8.66,53.3,32.6,183.2,Moderate
Chennai,2016-01-30,384.0,195.4,25.8,44.1,225.7,4.1,7.06,66.6,43.8,163.7,Moderate
Kolkata,2016-01-30,243.9,258.2,108.6,35.9,26.4,18.0,1.98,89.8,55.4,395.3,Very Poor
Bangalore,2016-01-30,115.6,356.4,165.0,65.4,94.9,29.1,9.3,30.4,45.7,307.8,Very Poor
Delhi,2016-01-31,185.6,594.4,11.6,106.9,245.6,3.3,9.28,33.7,141.2,350.6,Very Poor
Mumbai,2016-01-31,415.7,463.9,73.5,16.8,46.3,48.8,4.95,66.1,140.5,448.2,Severe
Chennai,2016-01-31,52.3,212.0,164.9,5.6,60.3,8.2,0.65,88.0,46.0,174.8,Moderate
Kolkata,2016-01-31,43.6,238.5,189.1,106.5,189.2,7.1,7.75,99.0,196.0,269.5,Poor
Bangalore,2016-01-31,408.0,498.6,169.3,8.4,115.1,38.9,7.29,74.5,157.3,498.0,Severe
Delhi,2016-02-01,202.5,539.9,37.9,101.0,161.4,34.5,9.67,96.7,54.8,363.5,Very Poor
Mumbai,2016-02-01,477.3,28.2,156.2,125.0,236.9,11.8,2.16,64.4,68.9,145.0,Moderate
Chennai,2016-02-01,477.3,333.3,187.7,104.5,226.8,32.6,7.98,69.5,0.2,283.3,Poor
Kolkata,2016-02-01,184.3,233.1,19.2,83.2,148.0,28.3,7.03,37.4,20.1,349.6,Very Poor
Bangalore,2016-02-01,227.4,325.8,177.4,56.9,212.9,18.1,6.47,64.7,100.6,382.7,Very Poor
Delhi,2016-02-02,252.1,239.3,57.3,1.9,157.2,41.6,7.82,61.8,134.7,402.1,Severe
Mumbai,2016-02-02,350.3,403.3,121.2,10.3,237.5,32.9,9.86,95.4,35.0,366.5,Very Poor
Chennai,2016-02-02,355.4,352.9,60.8,97.0,144.9,30.6,4.89,98.6,80.2,303.4,Very Poor
Kolkata,2016-02-02,441.4,509.3,7.3,142.0,99.8,13.5,1.45,13.5,99.8,162.0,Moderate
Bangalore,2016-02-02,263.1,294.2,78.7,50.3,93.0,38.5,2.1,18.0,53.1,413.1,Severe
Delhi,2016-02-03,478.2,474.4,146.7,115.9,135.8,43.5,9.67,25.1,97.6,463.3,Severe
Mumbai,2016-02-03,108.8,36.9,109.1,70.4,46.1,10.7,6.57,39.4,53.2,261.8,Poor
Chennai,2016-02-03,252.4,31.9,6.5,9.5,80.2,2.5,1.71,98.1,33.8,402.4,Severe
Kolkata,2016-02-03,261.7,214.8,31.2,124.3,63.2,43.0,7.26,47.3,200.0,411.7,Severe
Bangalore,2016-02-03,363.2,524.1,135.7,61.7,59.9,27.8,4.88,64.4,156.2,182.6,Moderate
Delhi,2016-02-04,446.5,82.0,91.1,129.3,9.2,16.8,8.8,40.2,83.6,185.0,Moderate
